ID;Dossier von;Dossier bis;Produkt
id03328;2019-07;2020-11;Sozialhilfeleistung
id02160;2017-06;2018-03;Sozialhilfeleistung
id01594;2015-05;2019-11;Sozialhilfeleistung
id03441;2018-07;2020-04;Sozialhilfeleistung
id00338;2022-01;;Sozialhilfeleistung
id01182;2017-07;2019-06;Sozialhilfeleistung
id01182;2022-01;;Sozialhilfeleistung
id04088;2021-02;2021-08;Rückerstattung
id00697;2016-12;2018-05;Sozialhilfeleistung
id01528;2017-07;2018-05;Sozialhilfeleistung
id03319;2015-09;2016-06;Sozialhilfeleistung
id02909;2013-05;2020-12;Sozialhilfeleistung
id02909;2022-01;2022-02;Sozialhilfeleistung
id02909;2022-02;;Sozialhilfeleistung
id02485;2015-08;2018-01;Sozialhilfeleistung
id04058;2022-01;;Sozialhilfeleistung
id03989;2012-12;2016-02;Sozialhilfeleistung
id01433;2006-03;2017-05;Sozialhilfeleistung
id03055;2015-07;2016-01;Sozialhilfeleistung
id03055;2016-02;2017-10;Sozialhilfeleistung
id04944;2016-01;2016-09;Sozialhilfeleistung
id03281;2016-01;2016-03;Sozialhilfeleistung
id02642;2016-10;2017-04;Sozialhilfeleistung
id03252;2013-12;2018-05;Sozialhilfeleistung
id00725;2015-06;2016-08;Sozialhilfeleistung
id00725;2016-08;2019-06;Sozialhilfeleistung
id02405;2016-09;2017-04;Sozialhilfeleistung
id03893;2019-07;2021-12;Sozialhilfeleistung
id01512;2017-02;2017-04;Sozialhilfeleistung
id01508;2012-11;2019-06;Sozialhilfeleistung
id02071;2014-11;2021-12;Rückerstattung
id01076;2018-10;2018-11;Sozialhilfeleistung
id04833;2016-05;2016-08;Sozialhilfeleistung
id04833;2018-12;2019-06;Sozialhilfeleistung
id04782;2013-12;2018-05;Sozialhilfeleistung
id00363;2019-05;2019-06;Sozialhilfeleistung
id04766;2019-05;2020-02;Sozialhilfeleistung
id00582;2015-05;2017-03;Sozialhilfeleistung
id00582;2017-08;2017-10;Sozialhilfeleistung
id00582;2018-01;2018-12;Sozialhilfeleistung
id04284;2015-08;2019-11;Sozialhilfeleistung
id01009;2017-08;2020-02;Sozialhilfeleistung
id01009;2021-09;2021-12;Sozialhilfeleistung
id04865;2022-01;;Rückerstattung
id01467;2019-02;2019-06;Sozialhilfeleistung
id01675;2017-09;2019-06;Sozialhilfeleistung
id02899;2018-06;2018-12;Sozialhilfeleistung
id02643;2021-11;2021-12;Sozialhilfeleistung
id02643;2022-01;;Sozialhilfeleistung
id04896;2022-01;2022-05;Sozialhilfeleistung
id01526;2018-07;2021-08;Sozialhilfeleistung
id01775;2021-04;2021-06;Sozialhilfeleistung
id01775;2022-01;;Sozialhilfeleistung
id01879;2013-09;2019-06;Sozialhilfeleistung
id03642;2015-07;2017-08;Sozialhilfeleistung
id01589;2019-07;2020-08;Sozialhilfeleistung
id01032;2022-01;;Sozialhilfeleistung
id02931;2019-01;2019-12;Sozialhilfeleistung
id02120;2006-07;2016-09;Rückerstattung
id01449;2020-02;2020-05;Sozialhilfeleistung
id04224;2022-01;;Sozialhilfeleistung
id03897;2020-01;2020-09;Sozialhilfeleistung
id00498;2016-04;2017-06;Rückerstattung
id04210;2015-06;2016-02;Sozialhilfeleistung
id04210;2018-07;2019-03;Sozialhilfeleistung
id04210;2022-01;2022-04;Sozialhilfeleistung
id00632;2018-01;2018-08;Sozialhilfeleistung
id00632;2018-09;2021-12;Sozialhilfeleistung
id00996;2022-01;;Sozialhilfeleistung
id04335;2018-06;2021-06;Sozialhilfeleistung
id04335;2021-06;2021-12;Sozialhilfeleistung
id01607;2015-06;2016-02;Sozialhilfeleistung
id00196;2022-03;;Sozialhilfeleistung
id00889;2010-10;2017-01;Sozialhilfeleistung
id03681;2017-11;2021-12;Sozialhilfeleistung
id03754;2017-02;2019-02;Sozialhilfeleistung
id00719;2018-03;2021-12;Sozialhilfeleistung
id03530;2019-07;2021-12;Sozialhilfeleistung
id00568;2011-08;2019-06;Sozialhilfeleistung
id00568;2019-07;2020-06;Sozialhilfeleistung
id03833;2016-03;2017-12;Sozialhilfeleistung
id03093;2018-04;2018-05;Sozialhilfeleistung
id03093;2018-07;2020-07;Sozialhilfeleistung
id02555;2014-11;2018-03;Sozialhilfeleistung
id04904;2017-09;2018-10;Sozialhilfeleistung
id02005;2020-02;2020-03;Sozialhilfeleistung
id01615;2015-11;2017-09;Sozialhilfeleistung
id01615;2018-09;2019-03;Sozialhilfeleistung
id02803;2018-04;2018-07;Sozialhilfeleistung
id02411;2022-01;;Sozialhilfeleistung
id01591;2013-11;2017-01;Sozialhilfeleistung
id04288;2022-01;;Sozialhilfeleistung
id00765;2016-02;2017-11;Sozialhilfeleistung
id00765;2021-11;2021-12;Sozialhilfeleistung
id00765;2022-01;;Sozialhilfeleistung
id04342;2021-02;2021-12;Rückerstattung
id04342;2022-01;;Rückerstattung
id04598;2016-03;2017-07;Sozialhilfeleistung
id03026;2018-03;2018-04;Sozialhilfeleistung
id03026;2018-04;2019-02;Sozialhilfeleistung
id03026;2019-03;2019-06;Sozialhilfeleistung
id03026;2019-07;2020-08;Sozialhilfeleistung
id01425;2021-10;2021-12;Sozialhilfeleistung
id01822;2017-03;2020-02;Sozialhilfeleistung
id03230;2019-06;2020-04;Sozialhilfeleistung
id02481;2022-02;;Sozialhilfeleistung
id02633;2017-03;2018-10;Sozialhilfeleistung
id02633;2022-01;;Sozialhilfeleistung
id00504;2017-12;2018-06;Sozialhilfeleistung
id00504;2022-01;;Sozialhilfeleistung
id04867;2022-01;;Rückerstattung
id03546;2018-01;2019-06;Sozialhilfeleistung
id03546;2022-01;;Sozialhilfeleistung
id03975;2021-12;2021-12;Sozialhilfeleistung
id01592;2017-02;2017-07;Sozialhilfeleistung
id01592;2017-07;2021-12;Sozialhilfeleistung
id00981;2019-02;2019-08;Sozialhilfeleistung
id00981;2021-05;2021-12;Sozialhilfeleistung
id04380;2022-01;;Sozialhilfeleistung
id01569;2017-12;2017-12;Sozialhilfeleistung
id01569;2021-11;2021-12;Sozialhilfeleistung
id02882;2017-10;2018-02;Sozialhilfeleistung
id02882;2018-07;2019-04;Sozialhilfeleistung
id02158;2010-04;2017-12;Sozialhilfeleistung
id02147;2019-07;2019-10;Sozialhilfeleistung
id02566;2017-04;2017-10;Sozialhilfeleistung
id02566;2017-10;2019-06;Sozialhilfeleistung
id02566;2020-08;2021-12;Sozialhilfeleistung
id01633;2011-01;2019-06;Sozialhilfeleistung
id04271;2019-07;2020-06;Sozialhilfeleistung
id04271;2020-06;2021-12;Sozialhilfeleistung
id03889;2020-04;2021-12;Sozialhilfeleistung
id03960;2017-04;2017-05;Sozialhilfeleistung
id03960;2018-02;2018-02;Sozialhilfeleistung
id03960;2018-05;2019-06;Sozialhilfeleistung
id03960;2019-10;2021-12;Sozialhilfeleistung
id03039;2015-07;2019-10;Sozialhilfeleistung
id03039;2022-01;;Sozialhilfeleistung
id00836;2014-05;2016-02;Sozialhilfeleistung
id00916;2014-04;2016-12;Rückerstattung
id00916;2020-09;2020-09;Rückerstattung
id03474;2020-05;2021-10;Sozialhilfeleistung
id03785;2017-07;2019-06;Sozialhilfeleistung
id00354;2019-08;2019-10;Sozialhilfeleistung
id02600;2022-01;;Sozialhilfeleistung
id00409;2016-07;2021-12;Sozialhilfeleistung
id00409;2022-01;;Sozialhilfeleistung
id02764;2015-08;2017-09;Sozialhilfeleistung
id02715;2022-01;;Sozialhilfeleistung
id01396;2018-05;2018-12;Sozialhilfeleistung
id02275;2016-06;2016-09;Sozialhilfeleistung
id02275;2016-09;2016-10;Sozialhilfeleistung
id02275;2018-01;2021-12;Sozialhilfeleistung
id00064;2022-01;;Rückerstattung
id01997;2016-01;2017-08;Sozialhilfeleistung
id03118;2017-01;2017-11;Sozialhilfeleistung
id00513;2019-12;2020-07;Sozialhilfeleistung
id01062;2016-02;2017-12;Sozialhilfeleistung
id01062;2022-01;2022-07;Sozialhilfeleistung
id00521;2019-08;2020-05;Sozialhilfeleistung
id04394;2020-07;2020-09;Sozialhilfeleistung
id04394;2020-10;2021-12;Sozialhilfeleistung
id02960;2016-02;2017-11;Sozialhilfeleistung
id00489;2018-10;2018-12;Sozialhilfeleistung
id02486;2015-07;2021-12;Sozialhilfeleistung
id02486;2022-01;;Sozialhilfeleistung
id03749;2019-06;2020-12;Rückerstattung
id03143;2018-01;2019-06;Sozialhilfeleistung
id01286;2019-09;2019-09;Sozialhilfeleistung
id01286;2019-10;2021-12;Sozialhilfeleistung
id01693;2012-12;2017-08;Sozialhilfeleistung
id04000;2017-12;2018-09;Sozialhilfeleistung
id01764;2016-04;2016-04;Sozialhilfeleistung
id01764;2020-07;2021-07;Sozialhilfeleistung
id01764;2021-08;2021-12;Rückerstattung
id01267;2018-07;2019-06;Sozialhilfeleistung
id01267;2019-07;2021-08;Sozialhilfeleistung
id02247;2014-01;2016-02;Sozialhilfeleistung
id02247;2019-10;2021-12;Sozialhilfeleistung
id00899;2017-11;2018-02;Sozialhilfeleistung
id02852;2016-06;2017-06;Sozialhilfeleistung
id04860;2016-03;2018-06;Sozialhilfeleistung
id04860;2018-06;2021-06;Sozialhilfeleistung
id04712;2019-03;2021-12;Sozialhilfeleistung
id04712;2022-01;;Sozialhilfeleistung
id00718;2016-06;2017-12;Sozialhilfeleistung
id03291;2018-06;2019-06;Sozialhilfeleistung
id03291;2021-02;2021-12;Sozialhilfeleistung
id00862;2019-07;2020-10;Sozialhilfeleistung
id03529;2012-02;2016-04;Sozialhilfeleistung
id03529;2021-02;2021-12;Sozialhilfeleistung
id02408;2018-07;2019-06;Sozialhilfeleistung
id01537;2005-12;2017-07;Sozialhilfeleistung
id01799;2016-05;2016-12;Sozialhilfeleistung
id03954;2016-12;2017-02;Sozialhilfeleistung
id03094;2018-06;2019-06;Sozialhilfeleistung
id03094;2019-07;2021-03;Sozialhilfeleistung
id03094;2021-03;2021-12;Sozialhilfeleistung
id02117;2020-06;2021-12;Sozialhilfeleistung
id02117;2022-01;;Sozialhilfeleistung
id04869;2012-12;2016-03;Sozialhilfeleistung
id01935;2015-08;2017-07;Sozialhilfeleistung
id04764;2022-01;;Sozialhilfeleistung
id00785;2015-05;2017-03;Sozialhilfeleistung
id00785;2022-01;;Sozialhilfeleistung
id02137;2015-03;2016-01;Sozialhilfeleistung
id03003;2017-01;2018-03;Sozialhilfeleistung
id01908;2018-05;2018-05;Rückerstattung
id02626;2017-07;2018-02;Sozialhilfeleistung
id04516;2018-06;2019-09;Sozialhilfeleistung
id00315;2016-09;2016-12;Sozialhilfeleistung
id04940;2016-07;2016-07;Sozialhilfeleistung
id04734;2021-02;2021-07;Sozialhilfeleistung
id02082;2016-05;2016-11;Sozialhilfeleistung
id01190;2013-12;2019-08;Sozialhilfeleistung
id00191;2022-01;;Sozialhilfeleistung
id01883;2020-05;2020-10;Sozialhilfeleistung
id01941;2021-11;2021-12;Sozialhilfeleistung
id01805;2019-02;2020-04;Sozialhilfeleistung
id04569;2020-04;2021-12;Sozialhilfeleistung
id04569;2022-01;;Sozialhilfeleistung
id00802;2019-07;2021-12;Sozialhilfeleistung
id01185;2013-06;2016-10;Sozialhilfeleistung
id03853;2019-07;2019-09;Sozialhilfeleistung
id03853;2022-01;2022-05;Sozialhilfeleistung
id02242;2012-11;2016-01;Sozialhilfeleistung
id01583;2016-08;2017-09;Sozialhilfeleistung
id02681;2019-05;2021-12;Sozialhilfeleistung
id02681;2022-01;;Sozialhilfeleistung
id00766;2019-01;2019-02;Sozialhilfeleistung
id00766;2019-03;2019-06;Sozialhilfeleistung
id03837;2022-01;2022-02;Sozialhilfeleistung
id03837;2022-02;;Sozialhilfeleistung
id03215;2015-08;2017-02;Sozialhilfeleistung
id04143;2019-07;2021-12;Sozialhilfeleistung
id02358;2022-01;;Sozialhilfeleistung
id01426;2017-12;2018-06;Sozialhilfeleistung
id02864;2018-07;2019-01;Sozialhilfeleistung
id02443;2020-07;2021-08;Sozialhilfeleistung
id00244;2016-04;2019-11;Sozialhilfeleistung
id02659;2019-07;2020-07;Sozialhilfeleistung
id02659;2021-11;2021-12;Sozialhilfeleistung
id02659;2022-01;;Sozialhilfeleistung
id00457;2016-07;2017-11;Sozialhilfeleistung
id04723;2014-11;2021-12;Rückerstattung
id03131;2020-03;2020-08;Sozialhilfeleistung
id00610;2011-06;2017-07;Sozialhilfeleistung
id00610;2017-07;2018-02;Sozialhilfeleistung
id02926;2022-01;2022-03;Sozialhilfeleistung
id04692;2021-07;2021-12;Sozialhilfeleistung
id01762;2015-04;2016-10;Sozialhilfeleistung
id00461;2019-07;2020-09;Sozialhilfeleistung
id04660;2019-07;2020-12;Rückerstattung
id04594;2016-05;2016-09;Sozialhilfeleistung
id03493;2016-05;2017-11;Sozialhilfeleistung
id00189;2018-11;2019-06;Sozialhilfeleistung
id00492;2015-12;2016-03;Sozialhilfeleistung
id03446;2015-03;2016-01;Sozialhilfeleistung
id02834;2022-01;;Sozialhilfeleistung
id00239;2015-07;2016-02;Sozialhilfeleistung
id02273;2019-09;2021-12;Sozialhilfeleistung
id01503;2013-10;2017-03;Sozialhilfeleistung
id01503;2019-03;2021-12;Sozialhilfeleistung
id04208;2016-04;2016-05;Sozialhilfeleistung
id04208;2016-06;2016-12;Sozialhilfeleistung
id00636;2021-12;2021-12;Sozialhilfeleistung
id02456;2016-01;2016-06;Sozialhilfeleistung
id02456;2016-09;2017-06;Sozialhilfeleistung
id02456;2018-01;2018-03;Sozialhilfeleistung
id03163;2017-02;2017-11;Sozialhilfeleistung
id02463;2018-08;2018-09;Sozialhilfeleistung
id04739;2015-10;2017-08;Sozialhilfeleistung
id01519;2018-03;2018-12;Sozialhilfeleistung
id04868;2016-03;2016-05;Sozialhilfeleistung
id04868;2017-08;2018-06;Sozialhilfeleistung
id04868;2018-07;2018-11;Sozialhilfeleistung
id00167;2022-01;2022-07;Sozialhilfeleistung
id04799;2018-12;2019-05;Sozialhilfeleistung
id02648;2015-01;2019-06;Sozialhilfeleistung
id02648;2020-01;2020-02;Sozialhilfeleistung
id00005;2019-02;2019-06;Sozialhilfeleistung
id01367;2014-12;2019-10;Sozialhilfeleistung
id02766;2015-09;2016-01;Sozialhilfeleistung
id04644;2022-01;;Sozialhilfeleistung
id04448;2016-10;2017-07;Sozialhilfeleistung
id01996;2020-08;2021-11;Sozialhilfeleistung
id04657;2016-08;2017-05;Sozialhilfeleistung
id04037;2017-10;2018-06;Sozialhilfeleistung
id01498;2018-01;2018-10;Sozialhilfeleistung
id02139;2018-04;2019-11;Sozialhilfeleistung
id00940;2018-11;2018-11;Sozialhilfeleistung
id00447;2018-02;2021-12;Sozialhilfeleistung
id02813;2016-05;2019-06;Sozialhilfeleistung
id02813;2022-01;2022-02;Sozialhilfeleistung
id01049;2021-05;2021-08;Sozialhilfeleistung
id00814;2018-01;2018-02;Sozialhilfeleistung
id00028;2017-02;2020-10;Sozialhilfeleistung
id00650;2016-10;2017-12;Sozialhilfeleistung
id00820;2020-04;2020-11;Sozialhilfeleistung
id00852;2020-10;2021-03;Sozialhilfeleistung
id00852;2021-03;2021-12;Sozialhilfeleistung
id00852;2022-01;;Sozialhilfeleistung
id01105;2015-09;2017-12;Rückerstattung
id04862;2018-01;2018-04;Sozialhilfeleistung
id04862;2018-05;2018-06;Sozialhilfeleistung
id04862;2019-10;2020-01;Sozialhilfeleistung
id04862;2020-01;2020-12;Sozialhilfeleistung
id00883;2014-04;2016-06;Rückerstattung
id02505;2011-01;2017-06;Sozialhilfeleistung
id04717;2017-02;2019-06;Sozialhilfeleistung
id04717;2019-07;2020-01;Sozialhilfeleistung
id04529;2016-06;2017-07;Sozialhilfeleistung
id02773;2017-06;2017-06;Sozialhilfeleistung
id02773;2018-02;2018-02;Sozialhilfeleistung
id02773;2019-09;2021-12;Sozialhilfeleistung
id01887;2019-07;2021-12;Sozialhilfeleistung
id01887;2022-01;;Sozialhilfeleistung
id03726;2018-06;2019-10;Sozialhilfeleistung
id03726;2022-01;2022-02;Sozialhilfeleistung
id04161;2019-09;2020-10;Sozialhilfeleistung
id03297;2018-11;2019-04;Sozialhilfeleistung
id03297;2019-12;2020-02;Sozialhilfeleistung
id03297;2020-03;2020-12;Sozialhilfeleistung
id00226;2015-08;2016-09;Sozialhilfeleistung
id02108;2019-07;2020-01;Sozialhilfeleistung
id00915;2016-11;2017-03;Sozialhilfeleistung
id00477;2018-03;2018-06;Sozialhilfeleistung
id00477;2019-09;2021-12;Sozialhilfeleistung
id00799;2015-03;2018-05;Sozialhilfeleistung
id01961;2017-10;2017-12;Sozialhilfeleistung
id00124;2015-06;2018-05;Sozialhilfeleistung
id03438;2019-04;2020-04;Sozialhilfeleistung
id01617;2017-07;2018-04;Sozialhilfeleistung
id03616;2015-08;2016-07;Sozialhilfeleistung
id03616;2016-11;2017-12;Sozialhilfeleistung
id03616;2018-08;2019-02;Sozialhilfeleistung
id03769;2020-12;2021-12;Sozialhilfeleistung
id03355;2021-01;2021-12;Sozialhilfeleistung
id02008;2019-08;2019-11;Sozialhilfeleistung
id02008;2020-02;2020-03;Sozialhilfeleistung
id04024;2017-08;2019-06;Sozialhilfeleistung
id04024;2019-07;2021-04;Sozialhilfeleistung
id03084;2019-09;2021-02;Sozialhilfeleistung
id01167;2016-01;2016-08;Sozialhilfeleistung
id04628;2016-05;2019-06;Sozialhilfeleistung
id04628;2019-07;2020-06;Sozialhilfeleistung
id00509;2018-09;2019-08;Sozialhilfeleistung
id02937;2014-01;2016-06;Sozialhilfeleistung
id03176;2017-10;2018-04;Rückerstattung
id03838;2020-01;2021-12;Sozialhilfeleistung
id03635;2014-02;2016-10;Sozialhilfeleistung
id03351;2018-06;2018-09;Sozialhilfeleistung
id04078;2011-05;2017-07;Sozialhilfeleistung
id04078;2017-07;2018-02;Sozialhilfeleistung
id02888;2014-12;2018-06;Sozialhilfeleistung
id03516;2015-01;2019-06;Sozialhilfeleistung
id03492;2022-01;;Sozialhilfeleistung
id01259;2014-02;2019-06;Sozialhilfeleistung
id01259;2019-07;2021-05;Sozialhilfeleistung
id01562;2013-08;2017-03;Sozialhilfeleistung
id00543;2019-01;2019-01;Sozialhilfeleistung
id04678;2018-03;2018-05;Sozialhilfeleistung
id03737;2018-05;2021-01;Sozialhilfeleistung
id00535;2014-01;2019-06;Rückerstattung
id00535;2019-07;2020-05;Rückerstattung
id00102;2018-01;2018-10;Sozialhilfeleistung
id03604;2021-09;2021-12;Sozialhilfeleistung
id01695;2022-01;;Sozialhilfeleistung
id03808;2018-01;2018-07;Sozialhilfeleistung
id03808;2022-01;2022-01;Sozialhilfeleistung
id03808;2022-02;;Sozialhilfeleistung
id01068;2013-12;2018-05;Sozialhilfeleistung
id01068;2018-06;2020-11;Sozialhilfeleistung
id03584;2022-01;;Sozialhilfeleistung
id01966;2014-10;2016-11;Sozialhilfeleistung
id02092;2016-02;2017-11;Sozialhilfeleistung
id02092;2019-09;2020-10;Sozialhilfeleistung
id04697;2016-04;2016-06;Sozialhilfeleistung
id02599;2016-05;2017-04;Sozialhilfeleistung
id04434;2016-05;2018-05;Sozialhilfeleistung
id03809;2018-07;2019-04;Sozialhilfeleistung
id02007;2008-10;2017-12;Sozialhilfeleistung
id02007;2020-06;2021-12;Sozialhilfeleistung
id00601;2018-01;2019-06;Sozialhilfeleistung
id03629;2020-10;2021-08;Sozialhilfeleistung
id02004;2016-03;2016-11;Sozialhilfeleistung
id03434;2022-01;;Sozialhilfeleistung
id01256;2018-04;2019-09;Sozialhilfeleistung
id00876;2016-11;2017-07;Sozialhilfeleistung
id00329;2016-03;2016-11;Sozialhilfeleistung
id02658;2017-08;2019-06;Sozialhilfeleistung
id02647;2019-12;2020-06;Sozialhilfeleistung
id00375;2019-09;2021-12;Sozialhilfeleistung
id03541;2015-09;2018-02;Rückerstattung
id03741;2016-04;2016-08;Sozialhilfeleistung
id03741;2018-05;2019-06;Sozialhilfeleistung
id00313;2017-04;2017-08;Sozialhilfeleistung
id04641;2017-07;2018-02;Sozialhilfeleistung
id04205;2018-01;2018-12;Sozialhilfeleistung
id01678;2016-05;2016-09;Sozialhilfeleistung
id01136;2017-10;2021-08;Sozialhilfeleistung
id01342;2022-01;;Sozialhilfeleistung
id04054;2022-01;;Sozialhilfeleistung
id02281;2016-04;2016-10;Sozialhilfeleistung
id02281;2022-01;;Sozialhilfeleistung
id02458;2017-09;2017-12;Sozialhilfeleistung
id04237;2019-11;2021-12;Sozialhilfeleistung
id04473;2022-01;2022-02;Sozialhilfeleistung
id01132;2014-04;2016-05;Sozialhilfeleistung
id01132;2016-06;2018-10;Sozialhilfeleistung
id00743;2019-04;2019-09;Sozialhilfeleistung
id00743;2019-09;2021-12;Sozialhilfeleistung
id01668;2017-10;2017-12;Sozialhilfeleistung
id04481;2021-08;2021-12;Sozialhilfeleistung
id03770;2016-01;2016-01;Sozialhilfeleistung
id00476;2015-06;2016-02;Sozialhilfeleistung
id00449;2014-04;2019-05;Sozialhilfeleistung
id00004;2017-03;2017-09;Sozialhilfeleistung
id04125;2022-01;;Sozialhilfeleistung
id01864;2016-10;2017-12;Sozialhilfeleistung
id01864;2018-01;2020-05;Sozialhilfeleistung
id00738;2019-10;2021-12;Sozialhilfeleistung
id03184;2021-02;2021-12;Sozialhilfeleistung
id01858;2017-10;2017-10;Sozialhilfeleistung
id01858;2022-01;;Sozialhilfeleistung
id04226;2015-08;2016-09;Sozialhilfeleistung
id00253;2015-06;2017-12;Sozialhilfeleistung
id01616;2018-02;2018-08;Sozialhilfeleistung
id03693;2015-08;2016-02;Sozialhilfeleistung
id01686;2017-10;2018-12;Rückerstattung
id04349;2014-04;2017-07;Sozialhilfeleistung
id04729;2022-01;;Sozialhilfeleistung
id02001;2020-04;2020-11;Sozialhilfeleistung
id02955;2014-04;2017-07;Sozialhilfeleistung
id00573;2014-02;2019-03;Sozialhilfeleistung
id00573;2022-01;;Sozialhilfeleistung
id03329;2019-07;2021-12;Sozialhilfeleistung
id03683;2017-09;2019-03;Sozialhilfeleistung
id03683;2019-07;2021-12;Sozialhilfeleistung
id01945;2017-12;2018-08;Sozialhilfeleistung
id01273;2016-03;2016-06;Sozialhilfeleistung
id02859;2022-01;;Sozialhilfeleistung
id00748;2019-10;2020-06;Sozialhilfeleistung
id00640;2015-12;2016-04;Sozialhilfeleistung
id04128;2015-04;2016-12;Sozialhilfeleistung
id00252;2022-01;;Rückerstattung
id02987;2016-02;2016-04;Sozialhilfeleistung
id02987;2016-04;2017-02;Sozialhilfeleistung
id01582;2016-01;2019-06;Sozialhilfeleistung
id01582;2022-01;;Sozialhilfeleistung
id01104;2018-03;2018-12;Sozialhilfeleistung
id03947;2018-02;2019-10;Sozialhilfeleistung
id01652;2017-01;2018-01;Sozialhilfeleistung
id04004;2016-05;2016-12;Sozialhilfeleistung
id01658;2016-03;2017-03;Sozialhilfeleistung
id01658;2017-04;2017-12;Sozialhilfeleistung
id04231;2018-08;2019-07;Sozialhilfeleistung
id04129;2016-06;2017-06;Rückerstattung
id00222;2015-11;2018-12;Sozialhilfeleistung
id00149;2021-01;2021-01;Sozialhilfeleistung
id04426;2016-08;2016-10;Sozialhilfeleistung
id01111;2018-01;2018-01;Sozialhilfeleistung
id00362;2016-03;2017-01;Sozialhilfeleistung
id00103;2015-05;2016-04;Sozialhilfeleistung
id02634;2020-05;2021-03;Sozialhilfeleistung
id01124;2020-01;2021-12;Sozialhilfeleistung
id01124;2022-01;;Sozialhilfeleistung
id01578;2015-05;2017-01;Sozialhilfeleistung
id00423;2016-04;2017-12;Sozialhilfeleistung
id00931;2019-05;2019-06;Sozialhilfeleistung
id02215;2014-11;2017-07;Sozialhilfeleistung
id02215;2017-08;2017-12;Sozialhilfeleistung
id02215;2022-01;;Rückerstattung
id03299;2014-12;2018-12;Sozialhilfeleistung
id03299;2019-10;2021-01;Sozialhilfeleistung
id00106;2017-05;2019-06;Sozialhilfeleistung
id01016;2017-02;2017-12;Sozialhilfeleistung
id01016;2018-01;2018-12;Sozialhilfeleistung
id00730;2014-12;2017-05;Sozialhilfeleistung
id04181;2015-08;2017-12;Sozialhilfeleistung
id00659;2014-12;2018-05;Sozialhilfeleistung
id01872;2016-09;2019-06;Sozialhilfeleistung
id00685;2018-10;2020-06;Sozialhilfeleistung
id00880;2021-01;2021-12;Sozialhilfeleistung
id00454;2016-02;2016-03;Sozialhilfeleistung
id00454;2017-12;2017-12;Sozialhilfeleistung
id00454;2018-11;2019-01;Sozialhilfeleistung
id00454;2019-12;2020-03;Sozialhilfeleistung
id02535;2014-12;2016-07;Sozialhilfeleistung
id02535;2016-08;2016-08;Sozialhilfeleistung
id02355;2017-01;2017-04;Sozialhilfeleistung
id02355;2018-03;2019-06;Sozialhilfeleistung
id03598;2015-06;2018-06;Sozialhilfeleistung
id03115;2014-12;2016-04;Sozialhilfeleistung
id03115;2019-07;2020-01;Sozialhilfeleistung
id03115;2022-01;;Sozialhilfeleistung
id04239;2017-01;2017-04;Sozialhilfeleistung
id00283;2014-12;2016-07;Sozialhilfeleistung
id01609;2014-11;2016-07;Sozialhilfeleistung
id01609;2016-07;2018-12;Sozialhilfeleistung
id01128;2015-06;2016-02;Sozialhilfeleistung
id02412;2018-01;2019-06;Sozialhilfeleistung
id01181;2015-01;2016-01;Sozialhilfeleistung
id04826;2015-01;2019-06;Sozialhilfeleistung
id00648;2015-11;2016-03;Sozialhilfeleistung
id04203;2016-09;2017-09;Sozialhilfeleistung
id03689;2019-07;2019-11;Sozialhilfeleistung
id01860;2016-05;2017-03;Sozialhilfeleistung
id01860;2021-02;2021-05;Sozialhilfeleistung
id04806;2020-12;2021-12;Rückerstattung
id03066;2015-01;2017-08;Sozialhilfeleistung
id02264;2017-04;2017-07;Sozialhilfeleistung
id02264;2018-11;2019-06;Rückerstattung
id02264;2022-01;;Rückerstattung
id00381;2016-04;2021-12;Rückerstattung
id00872;2015-01;2016-06;Sozialhilfeleistung
id01154;2017-07;2020-01;Sozialhilfeleistung
id01154;2021-08;2021-12;Sozialhilfeleistung
id04743;2021-01;2021-05;Sozialhilfeleistung
id04743;2022-01;;Sozialhilfeleistung
id00975;2019-07;2020-02;Sozialhilfeleistung
id02719;2016-03;2019-06;Sozialhilfeleistung
id02002;2015-05;2020-07;Sozialhilfeleistung
id02622;2017-11;2018-07;Sozialhilfeleistung
id01482;2015-02;2016-03;Sozialhilfeleistung
id03242;2016-06;2018-01;Sozialhilfeleistung
id01123;2016-03;2017-02;Sozialhilfeleistung
id04542;2016-04;2016-07;Sozialhilfeleistung
id04542;2019-03;2019-06;Sozialhilfeleistung
id04542;2022-01;;Sozialhilfeleistung
id02097;2021-08;2021-11;Sozialhilfeleistung
id02097;2022-01;;Sozialhilfeleistung
id04811;2017-12;2020-06;Rückerstattung
id00597;2017-10;2018-05;Sozialhilfeleistung
id03125;2016-01;2016-05;Sozialhilfeleistung
id03109;2022-01;2022-01;Sozialhilfeleistung
id02417;2016-09;2016-11;Sozialhilfeleistung
id00556;2018-01;2018-05;Sozialhilfeleistung
id02305;2014-12;2016-07;Sozialhilfeleistung
id02305;2020-07;2021-12;Sozialhilfeleistung
id04280;2015-05;2016-09;Sozialhilfeleistung
id04280;2019-05;2021-12;Sozialhilfeleistung
id03649;2015-08;2016-05;Sozialhilfeleistung
id01627;2019-07;2021-12;Sozialhilfeleistung
id01330;2016-03;2019-03;Sozialhilfeleistung
id01330;2019-10;2020-03;Sozialhilfeleistung
id02233;2016-01;2016-12;Sozialhilfeleistung
id04588;2018-04;2018-12;Sozialhilfeleistung
id02324;2016-11;2017-04;Sozialhilfeleistung
id03171;2015-03;2016-01;Sozialhilfeleistung
id04206;2016-02;2017-12;Sozialhilfeleistung
id04206;2019-07;2019-12;Sozialhilfeleistung
