id;Dossier structure;Dossier type;Product of last dossier version;Personal household (support unit);Persons in household total;Person category;Marital status;Nationality categories;In CH since birth;Age categories;Employment situation;Degree of employment;Part-time reason;Highest completed education;Trained profession category;last job category
id04494;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Sonstige Bürokräfte und verwandte Berufe
id00500;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;EU / EFTA;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Informations- und Kommunikationstechniker;Spezialisten in der Informations- und Kommunikationstechnologie
id02288;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;EU / EFTA;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id02391;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;EU / EFTA;FALSE;56-65;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;
id03577;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;3;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;EU / EFTA;TRUE;46-55;;;;Berufslehre/-schule;kein | keine;kein | keine
id00409;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Asien;FALSE;46-55;Arbeit auf Abruf;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id03920;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Afrika;FALSE;46-55;vorübergehend arbeitsunfähig;;;nicht feststellbar;kein | keine;
id02212;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Afrika;FALSE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfskräfte in der Nahrungsmittelzubereitung
id03183;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;3;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Afrika;FALSE;36-45;Angestellt, regelmässig;;;obligatorische Schule;kein | keine;kein | keine
id00042;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Afrika;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Maturität, Berufsmatura, Diplommittelschule;Sonstige Bürokräfte und verwandte Berufe;Sonstige Bürokräfte und verwandte Berufe
id01597;Sozialhilfe;Kopfquote;Sozialhilfeleistung;3;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Afrika;FALSE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft
id02092;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Südamerika;FALSE;46-55;Arbeit auf Abruf;Mehrere Teilzeitstellen;;obligatorische Schule;kein | keine;Reinigungspersonal und Hilfskräfte
id02384;Sozialhilfe;VA Ausländer/in ab 7 J.;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;ledig;Afrika;FALSE;46-55;;;;;;
id04421;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;geschieden;Afrika;FALSE;36-45;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);Haushalt, familiäre Gründe;nicht feststellbar;kein | keine;Bediener stationärer Anlagen und Maschinen
id00714;Sozialhilfe;Kopfquote;Sozialhilfeleistung;3;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;Afrika;FALSE;26-35;Haushalt, familiäre Gründe;;;obligatorische Schule;kein | keine;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id01610;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;Restliches Europa;FALSE;36-45;Haushalt, familiäre Gründe;;;Berufslehre/-schule;Verkaufskräfte;Verkaufskräfte
id04107;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Paar ohne Kind / Kinder;verheiratet;Restliches Europa;FALSE;56-65;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Verkaufskräfte
id04690;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;verheiratet;Restliches Europa;FALSE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe
id02489;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Restliches Europa;TRUE;26-35;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id02170;Sozialhilfe;Ausländer/innen;Rückerstattung;3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;36-45;;;;;;
id03164;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;46-55;;;;obligatorische Schule;;
id02113;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Restliches Europa;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft
id03794;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Anlehre;Verkaufskräfte;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id02446;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;verheiratet;Restliches Europa;FALSE;36-45;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);;obligatorische Schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id01559;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Spezialisten in Gesundheitsberufen;Spezialisten in Gesundheitsberufen
id03648;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;3;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;nicht feststellbar;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id01768;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;verheiratet;Restliches Europa;FALSE;26-35;Haushalt, familiäre Gründe;;;obligatorische Schule;kein | keine;kein | keine
id01536;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (>3);Paar ohne Kind / Kinder;verheiratet;Restliches Europa;FALSE;56-65;Dauerinvalidität;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id00328;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;18-25;Haushalt, familiäre Gründe;;;obligatorische Schule;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id04538;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Restliches Europa;FALSE;46-55;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;obligatorische Schule;kein | keine;Fahrzeugführer und Bediener mobiler Anlagen
id03999;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;26-35;in der Lehre;Vollzeit(90+);;Anlehre;Verkaufskräfte;Verkaufskräfte
id04576;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Universität/Hochschule/Fachhochschule;;
id03121;Sozialhilfe;Kopfquote;Sozialhilfeleistung;3;Mehrfachhaushalt (2-3);Paar mit Kind / Kinder;verheiratet;Restliches Europa;TRUE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id00985;Sozialhilfe;Kopfquote;Sozialhilfeleistung;3;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Restliches Europa;TRUE;26-35;Haushalt, familiäre Gründe;;;obligatorische Schule;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id01463;Sozialhilfe;Kopfquote;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;26-35;;;;;;
id02413;Sozialhilfe;VA Ausländer/in ab 7 J.;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Restliches Europa;FALSE;26-35;;;;obligatorische Schule;kein | keine;kein | keine
id00212;Sozialhilfe;Ausländer/innen;Rückerstattung;1;Einzelhaushalt;Alleinstehend;geschieden;EU / EFTA;FALSE;56-65;Dauerinvalidität;;;Berufslehre/-schule;Fahrzeugführer und Bediener mobiler Anlagen;Fahrzeugführer und Bediener mobiler Anlagen
id04219;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;kein | keine
id01679;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id03158;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;EU / EFTA;FALSE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft
id04614;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Nordamerika;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Universität/Hochschule/Fachhochschule;Lehrkräfte;Berufe im Bereich personenbezogener Dienstleistungen
id04033;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Nordamerika;FALSE;56-65;Arbeit auf Abruf;Eine Teilzeitstelle (50-89%);keine Vollzeitstelle;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id03057;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;EU / EFTA;FALSE;18-25;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id04341;Sozialhilfe;Kopfquote;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;Afrika;FALSE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte;Berufe im Bereich personenbezogener Dienstleistungen
id02097;Sozialhilfe;Kopfquote;Sozialhilfeleistung;3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;verheiratet;Asien;FALSE;46-55;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Universität/Hochschule/Fachhochschule;Lehrkräfte;Lehrkräfte
id04019;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;EU / EFTA;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Maturität, Berufsmatura, Diplommittelschule;Lehrkräfte;Lehrkräfte
id01774;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Afrika;FALSE;46-55;vorübergehend arbeitsunfähig;;;nicht feststellbar;kein | keine;kein | keine
id02677;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Anlehre;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;
id03769;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Restliches Europa;FALSE;46-55;vorübergehend arbeitsunfähig;;;nicht feststellbar;kein | keine;kein | keine
id03737;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Paar ohne Kind / Kinder;verheiratet;Restliches Europa;FALSE;46-55;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;kein | keine
id00540;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Restliches Europa;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Allgemeine Büro- und Sekretariatskräfte
id02209;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Restliches Europa;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id00162;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;36-45;;;;obligatorische Schule;kein | keine;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id02700;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;26-35;Haushalt, familiäre Gründe;;;obligatorische Schule;kein | keine;Sonstige Bürokräfte und verwandte Berufe
id02068;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Restliches Europa;FALSE;36-45;;;;obligatorische Schule;Berufe im Bereich personenbezogener Dienstleistungen;Fahrzeugführer und Bediener mobiler Anlagen
id00340;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Restliches Europa;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;Berufe im Bereich personenbezogener Dienstleistungen;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id02111;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;verwitwet;Restliches Europa;FALSE;36-45;Arbeit auf Abruf;;;obligatorische Schule;kein | keine;Reinigungspersonal und Hilfskräfte
id02102;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Einzelhaushalt;Paar ohne Kind / Kinder;geschieden;EU / EFTA;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;;Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte
id04667;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;FALSE;56-65;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Elektriker und Elektroniker;Reinigungspersonal und Hilfskräfte
id02583;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;EU / EFTA;FALSE;18-25;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;obligatorische Schule;kein | keine;
id04117;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;verheiratet;EU / EFTA;FALSE;26-35;Haushalt, familiäre Gründe;;;obligatorische Schule;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id04093;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;EU / EFTA;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id04755;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;EU / EFTA;FALSE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Handwerks- und verwandte Berufe, onA
id00017;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;EU / EFTA;FALSE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Spezialisten in der Informations- und Kommunikationstechnologie;Spezialisten in der Informations- und Kommunikationstechnologie
id00021;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;EU / EFTA;FALSE;56-65;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;
id02243;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;FALSE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;Universität/Hochschule/Fachhochschule;Juristen, Sozialwissenschaftler und Kulturberufe;Berufe im Bereich personenbezogener Dienstleistungen
id01631;Sozialhilfe;Flüchtling ab 5 J.;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Asien;FALSE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;kein | keine
id04293;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Asien;FALSE;36-45;;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id02532;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;EU / EFTA;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id03392;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Anlehre;Verkaufskräfte;Verkaufskräfte
id04883;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;EU / EFTA;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Assistenzberufe im Gesundheitswesen;Assistenzberufe im Gesundheitswesen
id02538;Sozialhilfe;Ausländer/innen;Rückerstattung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;nicht feststellbar;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id02674;Sozialhilfe;Ausländer/innen;Rückerstattung;1;Einzelhaushalt;Alleinstehend;verheiratet;EU / EFTA;FALSE;46-55;Arbeitsintegrationsprogramm;Eine Teilzeitstelle (50-89%);keine Vollzeitstelle;obligatorische Schule;kein | keine;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id00744;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;ledig;EU / EFTA;FALSE;36-45;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);Haushalt, familiäre Gründe;obligatorische Schule;kein | keine;Verkaufskräfte
id00432;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;EU / EFTA;FALSE;46-55;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;obligatorische Schule;kein | keine;Reinigungspersonal und Hilfskräfte
id01671;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;EU / EFTA;FALSE;56-65;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Reinigungspersonal und Hilfskräfte
id02202;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;FALSE;36-45;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;kein | keine
id03603;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;FALSE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id04585;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;TRUE;26-35;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id00326;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;EU / EFTA;FALSE;56-65;vorübergehend arbeitsunfähig;;;Universität/Hochschule/Fachhochschule;Naturwissenschaftler, Mathematiker und Ingenieure;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id03028;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;EU / EFTA;FALSE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Ingenieurtechnische und vergleichbare Fachkräfte
id04408;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;EU / EFTA;FALSE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id01383;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;EU / EFTA;FALSE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bediener stationärer Anlagen und Maschinen
id00810;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;FALSE;18-25;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id00617;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;EU / EFTA;FALSE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Betreuungsberufe
id02862;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;EU / EFTA;FALSE;26-35;vorübergehend arbeitsunfähig;;;nicht feststellbar;kein | keine;kein | keine
id03184;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;EU / EFTA;FALSE;36-45;Angestellt, regelmässig;Vollzeit(90+);;obligatorische Schule;kein | keine;Fahrzeugführer und Bediener mobiler Anlagen
id00094;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;3;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;EU / EFTA;FALSE;56-65;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Assistenzberufe im Gesundheitswesen
id00003;Sozialhilfe;Ausländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;verheiratet;EU / EFTA;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe;Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte
id01029;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Betreuungsberufe;Juristische, soziale, kulturelle und verwandte Fachkräfte
id04496;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Reinigungspersonal und Hilfskräfte
id00725;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Bediener stationärer Anlagen und Maschinen;Hilfsarbeitskräfte, onA
id01112;Sozialhilfe;Inländer/innen;Rückerstattung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;;Führungskräfte im kaufmännischen Bereich
id00320;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Spezialisten in Gesundheitsberufen;Spezialisten in Gesundheitsberufen
